                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
"FY2003 Data Effective - 29-JUN-04 Organization","Grant Number","PI Name","Project Title","NIH Department Combining Name","NIH Major Component Combining Name","Award","City","State","Zip Code","  "                                                                                                                                                                                                                                                                                                               
"VANDERBILT UNIVERSITY","1R01HL071002-01A1","Murray, Katherine T","A Molecular Target for Atrial Fibrillation","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 377,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","1R01HL071544-01","Bock, Paul E","Mechanism of Staphylocoagulase-activated Blood Clotting","PATHOLOGY","SCHOOLS OF MEDICINE","$ 302,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","1R01HL071784-01","Robertson, David H","Dopamine-B-Hydroxylase in Human Cardiovascular Control","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 377,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","1R01HL075852-01","Baldwin, H Scott","Role of Tie 1 in pulmonary vascular ontogeny","PEDIATRICS","SCHOOLS OF MEDICINE","$ 113,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","1R01LM007849-01","Giuse, Nunzia B","The Clinical Informationist: Does the Model Work?","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 365,834","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                              
"VANDERBILT UNIVERSITY","1R01LM007948-01","Aliferis, Constantin F","Principled Methods for Very Large-Scale Causal Discovery","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 199,320","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","1R01MH064735-01A1","Garber, Judy ","Prevention of Depression in At-Risk-Adolescents","PSYCHOLOGY","SCHOOLS OF EDUCATION","$ 405,612","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","1R01NS042257-01A2","Bright, John J","PPAR-gamma regulation of IL-12 in CNS demyelination","NEUROLOGY","SCHOOLS OF MEDICINE","$ 209,475","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","1R01NS044375-01A1","Roe, Anna W","Optical Imaging of Tactile Information in SI Cortex","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 358,625","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                   
"VANDERBILT UNIVERSITY","1R01NS045117-01A1","Gurevich, Eugenia V","Dopamine Receptor Trafficking in Parkinson's Disease","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 322,763","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","1R01NS046077-01","Pickens, David R","Computer-Generated Phantoms for fMRI Evaluation","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 213,237","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","1R03AI054174-01","Tang, Yiwei ","Host SNPs and Altered Responses to Influenza Vaccine","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 75,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","1R03AI054790-01","Williams, John V","Human Metapneumovirus Infections in Children","PEDIATRICS","SCHOOLS OF MEDICINE","$ 75,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","1R03AR048938-01","Williams, Scott Matthew","Genetic analysis of keloids","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 75,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                           
"VANDERBILT UNIVERSITY","1R03DA016617-01","Cowan, Ronald L","High-Field Functional MRI of Human Euphoria","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 226,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","1R03EY014437-01","Blake, Randolph R","EFFECTIVE CONNECTIVITY IN BRAIN IMAGING OF VISION","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","1R03HD042042-01A1","Kennedy, Craig H","Sleep Architecture: Individuals With Mental Retardation","MISCELLANEOUS","SCHOOLS OF EDUCATION","$ 75,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","1R03HD044751-01","Troseth, Georgene ","Effects of Prior Experience on Children's Use of Symbols","PSYCHOLOGY","SCHOOLS OF EDUCATION","$ 75,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","1R03HG002845-01","Freund, Carol L","Clinical Use of Research Genetic Tests in Arrhythmia","PEDIATRICS","SCHOOLS OF MEDICINE","$ 75,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","1R03HG003031-01","Clayton, Jay ","Genetics in Literature, Film, and Popular Culture","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 75,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                   
"VANDERBILT UNIVERSITY","1R13DK064903-01","Granner, Daryl K","Overcoming Diabetes Health Disparities","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 40,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","1R13EB002145-01","Roselli, Robert J","2003 Fall Meeting of the Biomedical Engineering Society","BIOMEDICAL ENGINEERING","BIOMED ENGR/COL ENGR/ENGR STA","$ 20,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                               
"VANDERBILT UNIVERSITY","1R18DK062258-01A1","Elasy, Tom A","Glycemic Relapse Prevention: Maintenance Dose Assessment","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 377,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","1R21AI051448-01A1","Thomas, James Ward","Selection & Regulation of B Lymphocytes in IDDM","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 138,282","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","1R21AI055349-01","Unutmaz, Derya ","Role of human regulatory T cells in HIV infection","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 226,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                           
"VANDERBILT UNIVERSITY","1R21AI055441-01","Spearman, Paul W","Novel FRET-based Assays for HIV Assembly Inhibitors","PEDIATRICS","SCHOOLS OF MEDICINE","$ 168,350","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","1R21AT001062-01A2","May, James M","Antioxidant Functions of Lipoic Acid","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 188,750","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","1R21CA095995-01A1","Mahadevanjasen, Anita ","Confocal Raman Microspectrometer for Cancer Detection","BIOMEDICAL ENGINEERING","BIOMED ENGR/COL ENGR/ENGR STA","$ 154,247","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","1R21CA098100-01","Wallston, Kenneth A","Effect of Expressive Writing on Cessation of Tobacco Use","NONE","SCHOOLS OF NURSING","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","1R21CA098348-01","Fowke, Jay H","Adipose-Related Biomarkers of Prostate Cancer","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 147,414","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                   
"VANDERBILT UNIVERSITY","1R21CA099269-01A1","Berlin, Jordan D","PS-341 in Hepatocellular Carcinoma: A Phase II Trial","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 313,507","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","1R21CA100120-01","Dwyer, Kathleen A",""Beyond Cancer":Fostering transitions post-treatment","NONE","SCHOOLS OF NURSING","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                              
"VANDERBILT UNIVERSITY","1R21CA101357-01","Truica, Cristina I","EGFR Pathway Modulation in DCIS of the Breast","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 339,750","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","1R21CA102161-01","Yarbrough, Wendell G","Gene Expression as Predictor of Metastasis in HNSCC","OTOLARYNGOLOGY","SCHOOLS OF MEDICINE","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","1R21CA103079-01","Matrisian, Lynn M","Developing the coral implant model of bone metastasis","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","1R21CA106207-01","Bright, John J","Curcumin inhibition of growth signaling in leukemia","NEUROLOGY","SCHOOLS OF MEDICINE","$ 189,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","1R21DE014587-01A1","Quaranta, Vito ","P.Gingivalis and Oral Keratinocyte-ECM Interactions","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                              
"VANDERBILT UNIVERSITY","1R21DK064251-01","Southardsmith, E Michelle","Sox10 in Development of the Enteric Nervous System","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","1R21DK064743-01","Strange, Kevin ","Genetic analysis of C. elegans cellular osmoregulation","ANESTHESIOLOGY","SCHOOLS OF MEDICINE","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                   
"VANDERBILT UNIVERSITY","1R21DK065024-01","Hao, Chuanming ","Interstital Cell COXs in Renal Development and Disease","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","1R21DK065111-01","Wu, Guanqing ","Molecular Genetics and Pathogenesis of ARPKD","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                   
"VANDERBILT UNIVERSITY","1R21DK066636-01","Powers, Alvin C","GLP-1 to Enhance Islet Transplantation","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 374,300","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","1R21EB002382-01","Shen, Jin H","Low-Cost Confocal Corneal Pachymeter","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 200,286","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","1R21EB002886-01","Labadie, Robert F","Image-Guided Otologic Surgery","OTOLARYNGOLOGY","SCHOOLS OF MEDICINE","$ 206,100","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","1R21ES012298-01","Osteen, Kevin G","Fetal Dioxin Exposure And The Pathology of Endometriosis","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","1R21MH068757-01","Kessler, Robert M","Pet Imaging of Extrastriatial Dopamine Levels","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 169,875","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                           
"VANDERBILT UNIVERSITY","1R21NS043581-01A1","Mcdonald, Michael P","Gene discovery in a putative mouse model of ADHD","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 179,313","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","1R21NS046027-01","Bonds, Alfred B","Development of diamond film technology electrodes","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 143,450","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","1R25GM067072-01","Beth, Albert H","Vanderbilt Summer Research Experience for Undergraduates","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 84,780","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","1S10RR017292-01","Stewart, Phoebe L","Acquisition of a Liquid Helium Cryo-Electron Microscope","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 2,000,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","1S10RR017799-01","Gore, John C","Acquisition of a 9.4T Small Animal MRI/MRS System","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 500,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","1S10RR017806-01","Friedman, David B","MALDI-TOF Mass Spectrometer","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 403,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                              
"VANDERBILT UNIVERSITY","1S10RR017858-01","Kessler, Robert M","Small Animal PET Scanner","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 500,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","1S10RR017946-01","Wells, K Sam","LMS510 Confocal Microscope/Cell Imaging Shared Resource","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 384,933","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","1T32EB001628-01","Gore, John C","Postdoctoral Training in Biomedical MRI and MRS","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 186,202","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                              
"VANDERBILT UNIVERSITY","1T32HD044328-01","Strauss, Arnold W","NICHD Institutional Training for Pediatricians","PEDIATRICS","SCHOOLS OF MEDICINE","$ 153,877","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","1U01CA099177-01","Rothenberg, Mace L","Vanderbilt Phase I Translational Research Program","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 115,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","1U13EY015005-01","Rieser, John J","Workshop: Blindness, Brain Plasticity & Spatial Function","PSYCHOLOGY","SCHOOLS OF EDUCATION","$ 48,536","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","2K08NS002133-04","Cooper, Michael K","Teratogens as probes of Sonic hedgehog signaling","NEUROLOGY","SCHOOLS OF MEDICINE","$ 172,422","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","2M01RR000095-43","Wood, Alastair Jj","General Clinical Research Center","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 4,615,510","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","2R01AI032539-11","Dermody, Terence S","Cell Entry of Reovirus","PEDIATRICS","SCHOOLS OF MEDICINE","$ 452,917","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","2R01AI042284-06A1","Joyce, Sebastian ","Molecular Basis of CD1d1 and Natural T Cell Function","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","2R01AI042756-05A2","Armstrong, Richard N","ENZYMOLOGY OF ANTIBIOTIC RESISTANCE","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 138,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","2R01AI047056-04","Aiken, Christopher R","Regulation of HIV Env Function During Virion Maturation","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 169,875","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","2R01CA060867-11","Matrisian, Lynn M","Matrilsin and Tumor Progression","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 402,341","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","2R01CA064140-11","Hiebert, Scott W","Role of AML1-ETO in Acute Leukemia","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 319,365","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","2R01CA070867-07","Zheng, Wei ","Cancer Risk Reduction and Diet: A Cohort Study of Women","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 789,440","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","2R01CA076142-06","Matusik, Robert J","Transgenic Animal Models for Prostate Cancer","SURGERY","SCHOOLS OF MEDICINE","$ 354,850","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","2R01CA076321-06A2","Carbone, David P","VEGF mediated signaling in tumor/host interactions","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 319,365","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","2R01CA077955-06","Peek, Richard M","H.Pylori Relationship to Digestive Diseases and Cancer","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 369,618","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","2R01CA078443-06A1","Yang, Elizabeth ","Cell cycle function of the BCL2 family","PEDIATRICS","SCHOOLS OF MEDICINE","$ 283,880","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","2R01CA080195-05","Arteaga, Carlos L","Erbb2 targeted antitumor strategies in breast cancer","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 319,365","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","2R01DC001149-08A2","Zealear, David L","Rehabilitation of the Paralyzed Larynx","OTOLARYNGOLOGY","SCHOOLS OF MEDICINE","$ 335,171","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","2R01DK040029-15","Corbin, Jackie D","Molecular Control of cGMP Signaling by PKGs and PDEs","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 362,583","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","2R01DK046282-11","Neilson, Eric G","Molecular Mechanisms of Renal Fibrosis","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 370,705","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","2R01DK048370-10","Goldenring, James R","Small GTP-binding proteins in gastrointestinal mucosa","SURGERY","SCHOOLS OF MEDICINE","$ 371,838","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","2R01DK053623-06A1","Cover, Timothy L","H. Pylori factors associated with peptic ulcer disease","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 269,463","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","2R01DK053804-04A1","Russell, William E","ErbB Signaling in Liver Ontogeny and Regeneration","PEDIATRICS","SCHOOLS OF MEDICINE","$ 371,838","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","2R01DK055748-05","Matusik, Robert J","Control of Prostate-Specific Gene Expression","SURGERY","SCHOOLS OF MEDICINE","$ 319,365","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","2R01ES007814-04A1","Das, Sanjoy K","Environmental Toxins and Uterine Gene Expression","PEDIATRICS","SCHOOLS OF MEDICINE","$ 302,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","2R01EY001778-27","Casagrande, Vivien A","Visual System Organization and Development","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 506,475","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","2R01EY012018-06","Mchaourab, Hassane S","MOLECULAR BASIS OF LENS TRANSPARENCY","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 339,750","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","2R01GM052461-09","Weil, P Anthony","Molecular Genetic Analysis of Yeast TAFs","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 549,678","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","2R01GM052948-09","Fanning, Ellen H","Control of Simian Virus 40 and Cellular DNA Replication","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 434,046","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                               
"VANDERBILT UNIVERSITY","2R01GM054724-06A1","Kim, Richard B","Hepatic Drug Transporters in Drug Disposition","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 385,153","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                               
"VANDERBILT UNIVERSITY","2R01GM055056-05A1","Beth, Albert H","Spectroscopic Studies of EGF-Receptor Interactions","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 295,583","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","2R01GM057173-06","Greenstein, David I","Control of Meiosis and Germline Proliferation","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 278,287","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","2R01GM057438-06","Wente, Susan R","Regulation of Nuclear Pore Complex Assembly","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 309,550","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","2R01GM058008-05","Caprioli, Richard M","Spatial Analysis of Molecules in Tissue by MALDI-MS","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 452,769","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","2R01HL038779-16","Bock, Paul E","Factor Va Interactions Regulating Prothrombin Activation","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 264,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
