YY,JD,TM,Rn,LE,H,G_1,G_2,PAR,Air T,Soil T1_0,Soil T1_5,Soil T1_10,Soil T2_0,Soil T2_5,Soil T2_10,RH,Rain,WD,WS,u*,FCO2,FH2O
,,(AST),(W m-2),(W m-2),(W m-2),(W m-2),(W m-2),(microE m-2 s-1),(C),(C),(C),(C),(C),(C),(C),(%),(mm),(d),(m s-1),(m s-1),(gC m-2 hr-1),(mg m-2 s-1)
2002,181,1900,171,15.84,91.28,7.95,8.63,608,0.65,-99.99,-0.84,-1.48,0.61,-99.99,-1.88,89.7,0,228,6.49,0.39,-0.01,0.17
2002,181,1930,235,17.71,127.46,13.4,11.18,791,0.72,-99.99,-0.85,-1.49,1.28,-99.99,-1.92,87.2,0,228,7.02,0.42,0.01,0.35
2002,181,2000,147.2,13.05,89.14,2.86,-0.09,544.5,0.51,-99.99,-0.86,-1.51,0.26,-99.99,-1.96,85.5,0,227,6.9,0.39,0.02,0.22
2002,181,2030,117.2,9.99,70.99,2.13,-0.61,416.6,0.1,-99.99,-0.93,-1.5,-0.68,-99.99,-1.99,88.5,0,221,6.62,0.37,0.02,-0.05
2002,181,2100,96.2,9.89,50.5,-1.9,-4.26,359,-0.33,-99.99,-1.02,-1.52,-1.41,-99.99,-2.04,91,0,228,5.98,0.36,-0.01,-0.09
2002,181,2130,90.9,8.38,48.77,-2.28,-5.12,375.5,-0.25,-99.99,-1.13,-1.57,-1.46,-99.99,-2.12,89.7,0,224,6.29,0.35,-0.02,0.04
2002,181,2200,42.99,5.31,28.77,-6.12,-8.27,201.8,-0.63,-99.99,-1.24,-1.62,-2.45,-99.99,-2.22,89.2,0,224,6.27,0.37,0.01,0.3
2002,181,2230,35.66,5.73,27.83,-7.04,-8.94,174.8,-0.83,-99.99,-1.38,-1.7,-2.83,-99.99,-2.33,89.7,0,223,6.15,0.37,0.01,0.35
2002,181,2300,31.88,4.2,20.76,-7.15,-9.55,155.9,-0.91,-99.99,-1.51,-1.77,-3.11,-99.99,-2.45,90,0,223,6.27,0.34,0.02,0.42
2002,181,2330,12.14,3.05,13.66,-9.48,-11.43,126,-1.1,-99.99,-1.65,-1.86,-3.49,-99.99,-2.57,90.9,0,221,6.05,0.32,0.02,0.42
2002,182,0,13.22,5.16,11.14,-7.98,-9.67,97.9,-1.09,-99.99,-1.79,-1.97,-3.58,-99.99,-2.7,92.9,0,216,5.7,0.31,0.02,2.05
2002,182,30,8.57,4.74,11.3,-7.65,-8.81,66.4,-0.87,-99.99,-1.92,-2.07,-3.58,-99.99,-2.82,94.1,0,215,5.66,0.31,0.03,1.89
2002,182,100,6.97,3.21,11.6,-7.37,-8.07,58.36,-0.72,-99.99,-2.03,-2.16,-3.58,-99.99,-2.92,96,0,215,5.72,0.32,0.02,1.28
2002,182,130,6.51,2.85,7.98,-7.3,-7.59,55.07,-0.52,-99.99,-2.15,-2.25,-3.57,-99.99,-3.02,95.3,0,222,6.31,0.34,0.03,1.13
2002,182,200,6.83,3.25,10.03,-7.05,-7.1,53.49,-0.47,-99.99,-2.24,-2.33,-3.57,-99.99,-3.11,95.4,0,224,6.15,0.34,0.03,1.29
2002,182,230,4.09,3.53,8.81,-7.36,-7.21,48.47,-0.48,-99.99,-2.32,-2.41,-3.63,-99.99,-3.18,95.5,0,225,6.26,0.35,0.03,1.41
2002,182,300,10.71,3.69,11.52,-6.56,-6.4,61.34,-0.48,-99.99,-2.4,-2.48,-3.6,-99.99,-3.25,95.7,0,228,6.33,0.36,0.03,1.47
2002,182,330,11.33,3.79,8.41,-6.41,-6.04,65.12,-0.46,-99.99,-2.48,-2.55,-3.58,-99.99,-3.3,95.4,0,227,5.81,0.31,0.02,1.51
2002,182,400,14.65,4.23,6.33,-6.1,-5.74,84,-0.39,-99.99,-2.54,-2.62,-3.58,-99.99,-3.35,93.7,0,221,5.47,0.28,0.02,1.68
2002,182,430,15.68,7.13,7.54,-5.98,-5.25,98.9,-0.31,-99.99,-2.6,-2.67,-3.57,-99.99,-3.39,91.7,0,220,5.88,0.33,0.02,2.84
2002,182,500,39.01,10.35,11.9,-5.14,-4.52,241.2,-0.19,-99.99,-2.65,-2.72,-3.25,-99.99,-3.43,88.6,0,228,5.65,0.34,0,4.12
2002,182,530,78.2,12.71,33.8,1.06,6.33,326.2,0.09,-99.99,-2.69,-2.78,-2.48,-99.99,-3.43,88.1,0,222,6.47,0.37,0,5.06
2002,182,600,97.2,19.12,52.7,1.48,8.69,376.4,-0.2,-99.99,-2.69,-2.81,-2.27,-99.99,-3.44,87.1,0,230,7.12,0.42,0,7.61
2002,182,630,71.8,13.44,33.77,-2.57,2.83,372.5,-0.41,-99.99,-2.69,-2.83,-2.77,-99.99,-3.43,87.7,0,227,6.12,0.35,0,5.35
2002,182,700,117.9,22.44,62.17,3.99,19.73,552.8,0.15,-99.99,-2.68,-2.84,-1.42,-99.99,-3.38,86.6,0,220,6.45,0.36,0,8.93
2002,182,730,124,25.15,72.17,3.76,14,527.2,0.07,-99.99,-2.66,-2.85,-1.51,-99.99,-3.35,87.2,0,223,6.62,0.39,-0.01,10.01
2002,182,800,161.6,32.48,111.98,3.42,20.55,703,-0.02,-99.99,-2.61,-2.84,-0.91,-99.99,-3.29,86.8,0,221,7.62,0.43,0.02,12.92
2002,182,830,170.8,30.27,95.64,6.42,16.56,661.2,-0.26,-99.99,-2.56,-2.83,-0.84,-99.99,-3.23,87.6,0,223,7.58,0.41,0.05,12.04
2002,182,900,240.5,43.34,141.81,10.52,28.22,913,0.43,-99.99,-2.48,-2.8,0.8,-99.99,-3.12,85.3,0,223,7.56,0.43,0.03,17.25
2002,182,930,239.6,50.49,157.67,14.44,23.97,870,0.61,-99.99,-2.36,-2.75,1.01,-99.99,-3.01,84.5,0,218,7.96,0.47,0.03,20.1
2002,182,1000,186,40.06,127.63,13.88,13.13,628,0.46,-99.99,-2.25,-2.69,-0.14,-99.99,-2.94,86.8,0,218,7.92,0.44,0.03,15.95
2002,182,1030,187,29.63,97.59,14.6,14.5,621.1,0.66,-99.99,-2.15,-2.62,-0.01,-99.99,-2.84,88.3,0,218,7.87,0.42,0.03,11.8
2002,182,1100,141.4,30.67,96.27,7.74,6.52,479.8,0.5,-99.99,-2.09,-2.56,-0.64,-99.99,-2.78,89.6,0,221,7.55,0.46,0.02,12.22
2002,182,1130,180.4,34.24,101.13,13.99,14.82,607.3,0.66,-99.99,-2.02,-2.51,0.05,-99.99,-2.7,88.9,0,221,7.14,0.4,0.01,13.64
2002,182,1200,264.5,57.17,161.22,23.65,23.59,872,0.99,-99.99,-1.93,-2.44,1.19,-99.99,-2.63,87.7,0,220,7.33,0.46,0.01,22.78
2002,182,1230,153.6,48.44,128.65,8.55,11.91,576.8,0.84,-99.99,-1.83,-2.37,0.27,-99.99,-2.55,84.9,0,224,7.03,0.47,0.02,19.3
2002,182,1300,148.3,33.84,66.19,4.16,3.91,516.2,0.22,-99.99,-1.78,-2.31,-0.82,-99.99,-2.5,90.9,0,224,6.82,0.39,0,13.47
2002,182,1330,115.3,43.94,53.12,4.37,3.67,433.1,0.17,-99.99,-1.76,-2.25,-1.13,-99.99,-2.47,92.3,0,220,5.88,0.38,-0.04,17.5
2002,182,1400,106.6,29.46,42.4,3.39,4.14,383.9,0.09,-99.99,-1.77,-2.22,-1.32,-99.99,-2.46,92.1,0,213,5.16,0.31,-0.01,11.73
2002,182,1430,117.8,23.17,19.65,4.6,6.33,405.1,-0.09,-99.99,-1.76,-2.18,-1.47,-99.99,-2.46,94.3,0,200,4.6,0.25,-0.05,9.22
2002,182,1500,137.5,31.88,40.25,9.16,14.1,448.9,0.29,-99.99,-1.76,-2.17,-1.07,-99.99,-2.45,94.3,0,181,4.85,0.24,-0.05,12.7
2002,182,1530,166.4,40.59,60.86,13.04,18.2,521.6,0.86,-99.99,-1.75,-2.18,-0.4,-99.99,-2.48,94.2,0.1,162,5.1,0.24,-0.04,16.18
2002,182,1600,172.4,-99.99,-99.99,13.76,21.48,547.9,1.4,-99.99,-1.67,-2.16,0.24,-99.99,-2.46,93,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,1630,196.4,-99.99,-99.99,14.5,22.21,625.4,1.79,-99.99,-1.6,-2.13,0.74,-99.99,-2.4,92.8,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,1700,157.2,-99.99,-99.99,9.67,15.8,505.1,1.87,-99.99,-1.51,-2.07,0.32,-99.99,-2.33,93.2,0.1,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,1730,110,-99.99,-99.99,3.53,6.54,361.3,1.37,-99.99,-1.46,-2.02,-0.7,-99.99,-2.29,94.8,0.2,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,1800,86.5,-99.99,-99.99,3.4,5.27,291.9,1.4,-99.99,-1.45,-1.98,-0.78,-99.99,-2.25,94.7,0.1,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,1830,100.5,-99.99,-99.99,5.6,6.39,330.2,1.16,-99.99,-1.46,-1.96,-0.81,-99.99,-2.25,94.2,0.1,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,1900,81.5,-99.99,-99.99,2.78,4.07,278.2,0.8,-99.99,-1.49,-1.96,-1.09,-99.99,-2.28,93.3,0.1,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,1930,84.4,-99.99,-99.99,3.94,5.44,287.4,0.61,-99.99,-1.52,-1.97,-0.96,-99.99,-2.3,94.2,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,2000,74.4,-99.99,-99.99,1.87,4.1,253.8,0.41,-99.99,-1.53,-1.97,-1.1,-99.99,-2.33,95.2,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,2030,35.77,-99.99,-99.99,-7.02,-6.36,138.9,0.09,-99.99,-1.57,-1.97,-2.21,-99.99,-2.37,95.8,0.1,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,2100,45.23,-99.99,-99.99,-7.59,-8.95,160.3,-0.54,-99.99,-1.64,-1.98,-2.67,-99.99,-2.42,96,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,2130,76,-99.99,-99.99,-2,-1.97,259.2,-0.55,-99.99,-1.72,-2.02,-2.32,-99.99,-2.5,95.4,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,2200,71.2,-99.99,-99.99,-1.99,0.2,225.1,-0.49,-99.99,-1.79,-2.07,-2.24,-99.99,-2.58,94.4,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,2230,34.5,-99.99,-99.99,-8.07,-8.17,141.9,-0.65,-99.99,-1.87,-2.11,-2.94,-99.99,-2.66,94.7,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,2300,25.09,-99.99,-99.99,-9,-10.18,130.7,-0.74,-99.99,-1.95,-2.16,-3.2,-99.99,-2.73,95.9,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,182,2330,34.02,-99.99,-99.99,-7.89,-8.18,129.5,-0.69,-99.99,-2.03,-2.22,-3.25,-99.99,-2.8,93.4,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,183,0,17.89,-99.99,-99.99,-8.52,-9.66,88.5,-0.88,-99.99,-2.13,-2.28,-3.52,-99.99,-2.89,93.2,0,-99.99,-99.99,-99.99,-99.99,-99.99
2002,183,30,11.64,24.94,43.11,-8.51,-9.26,100.6,-0.98,-99.99,-2.23,-2.34,-3.71,-99.99,-2.97,89.7,0,250,7.18,0.63,0.08,9.94
2002,183,100,5.45,25.56,24.38,-8.25,-8.62,83.8,-1.06,-99.99,-2.33,-2.41,-3.95,-99.99,-3.06,86.9,0,247,7.51,0.59,0.08,10.17
2002,183,130,7.4,18.17,-0.34,-7.49,-7.81,73.1,-1.04,-99.99,-2.43,-2.49,-4.01,-99.99,-3.16,87.5,0,238,7.52,0.46,0.02,7.22
2002,183,200,7.23,11.59,7.76,-7.29,-7.31,65.12,-1.25,-99.99,-2.52,-2.56,-4.04,-99.99,-3.24,92.5,0,234,7.97,0.46,0.04,4.61
2002,183,230,4.47,9.91,6.92,-7.82,-6.77,71.1,-1.29,-99.99,-2.59,-2.63,-4.16,-99.99,-3.31,93.3,0,231,8.41,0.48,0.04,3.94
2002,183,300,20.37,13.44,11.35,-7.69,-6.52,93.8,-1.04,-99.99,-2.67,-2.7,-3.97,-99.99,-3.36,92.1,0,233,8.25,0.46,0.02,5.34
2002,183,330,25.83,13.83,9.14,-7.43,-6.41,122.8,-0.97,-99.99,-2.74,-2.76,-3.9,-99.99,-3.41,91.1,0,233,7.39,0.4,0.03,5.5
2002,183,400,18.85,10.75,10.4,-7.44,-6.2,113.9,-1.05,-99.99,-2.8,-2.81,-4,-99.99,-3.46,92.1,0,229,7.52,0.44,0.01,4.27
2002,183,430,33.33,13.4,17.36,-7.26,-6.16,143.1,-0.85,-99.99,-2.85,-2.86,-3.85,-99.99,-3.49,93.4,0,231,8.1,0.5,0.04,5.33
2002,183,500,48.55,14.55,28.33,-7.46,-6.08,201.8,-0.77,-99.99,-2.89,-2.91,-3.71,-99.99,-3.52,92.9,0,234,8.56,0.53,0.05,5.78
2002,183,530,51.74,17.7,24.7,-7.87,-6.04,221.8,-0.89,-99.99,-2.94,-2.95,-3.61,-99.99,-3.55,92.2,0,236,7.64,0.47,0.01,7.04
2002,183,600,43.61,14.31,7.54,-7.37,-6.06,209,-0.97,-99.99,-2.98,-2.99,-3.63,-99.99,-3.57,93.4,0,235,8.04,0.46,0,5.69
2002,183,630,71.6,18.04,27.15,-6.9,-5.71,280.4,-0.87,-99.99,-3.01,-3.03,-3.47,-99.99,-3.59,90.8,0,238,8.25,0.46,0.03,7.17
2002,183,700,111.1,24.01,39.97,-5.09,-2.64,433.2,-0.7,-99.99,-3.04,-3.06,-2.98,-99.99,-3.59,91.2,0,236,7.88,0.47,0.01,9.55
2002,183,730,130.2,26.8,36.43,-0.13,9.69,462.4,-0.7,-99.99,-3.05,-3.09,-2.68,-99.99,-3.59,93.4,0,235,7.77,0.43,0.03,10.65
2002,183,800,166.6,38.69,65.93,3.47,19.1,613.4,-0.43,-99.99,-3.03,-3.1,-2.01,-99.99,-3.57,90.4,0,237,7.94,0.46,0.01,15.38
2002,183,830,163.5,35.78,61.27,4.52,12.52,530,-0.42,-99.99,-2.98,-3.11,-1.92,-99.99,-3.55,91,0,235,7.93,0.44,0.01,14.22
2002,183,900,212.6,51.08,106.77,10.86,22.34,713,0.09,-99.99,-2.89,-3.09,-0.62,-99.99,-3.47,91.1,0,231,7.56,0.46,0.05,20.32
2002,183,930,199.7,62.67,106.18,8.77,17.68,643.7,0.14,-99.99,-2.77,-3.05,-0.49,-99.99,-3.36,91.5,0,232,7.81,0.49,-0.03,24.93
2002,183,1000,278.9,77.68,132.59,6.05,16.98,944,-0.35,-99.99,-2.63,-2.96,0.33,-99.99,-3.24,90.3,0,251,6.47,0.6,-0.02,30.88
2002,183,1030,302,80.15,150.37,14,26.1,957,-0.18,-99.99,-2.49,-2.91,1.09,-99.99,-3.1,86.3,0,240,7.79,0.51,0.06,31.86
2002,183,1100,267.4,75.58,144.46,10.46,17.5,842,-0.06,-99.99,-2.33,-2.83,0.85,-99.99,-2.98,83.1,0,240,7.7,0.51,-0.01,30.06
2002,183,1130,272.4,71.12,137.1,11.55,15.9,867,0.02,-99.99,-2.17,-2.71,1.13,-99.99,-2.84,82.7,0,241,6.75,0.46,0,28.29
2002,183,1200,339.7,61.73,155.02,22.32,28.41,1095,0.39,-99.99,-1.99,-2.61,3.14,-99.99,-2.68,84.8,0,230,6.83,0.37,-0.03,24.55
2002,183,1230,336,80.14,168.78,22.78,24.86,1057,0.78,-99.99,-1.79,-2.48,2.99,-99.99,-2.53,87.9,0,222,7.59,0.46,0,31.9
2002,183,1300,333.2,78.93,195.53,15.73,14.91,1079,1,-99.99,-1.6,-2.35,3.15,-99.99,-2.37,86.5,0,230,8.49,0.53,0.09,31.43
2002,183,1330,396.7,67.6,210.04,18.93,18,1264,1.32,-99.99,-1.39,-2.21,4.77,-99.99,-2.2,85.1,0,231,8.36,0.48,-0.04,26.93
2002,183,1400,357.2,69,208.78,20.18,16.9,1115,1.23,-99.99,-1.22,-2.08,3.69,-99.99,-2.07,84.1,0,231,8.75,0.49,0.08,27.49
2002,183,1430,314.3,51.77,163.11,20.51,15.68,1010,1.09,-99.99,-1.05,-1.94,3.03,-99.99,-1.95,84.9,0,226,8.45,0.45,0.03,20.63
2002,183,1500,316.8,66.48,192.94,21.57,15.76,1017,1.14,-99.99,-0.93,-1.82,2.86,-99.99,-1.85,84.6,0,224,8.36,0.5,0.03,26.49
2002,183,1530,320.4,58.87,182.36,19.49,13.44,1039,1.09,-99.99,-0.82,-1.71,3.37,-99.99,-1.75,84.7,0,224,8.31,0.48,0.01,23.45
2002,183,1600,310.5,60.06,184.12,18.89,13.02,1004,1.02,-99.99,-0.73,-1.61,3.01,-99.99,-1.7,83.4,0,227,8.33,0.47,0.01,23.93
2002,183,1630,287.4,57.34,178.56,14.82,8.82,938,0.95,-99.99,-0.67,-1.53,2.58,-99.99,-1.66,82.9,0,229,8.53,0.5,0.03,22.84
2002,183,1700,320.7,57.55,182.56,14.77,8.35,1081,0.96,-99.99,-0.61,-1.46,2.97,-99.99,-1.64,81.5,0,229,8.84,0.5,0.03,22.92
2002,183,1730,261.9,63.93,150.84,11.55,4.79,921,0.57,-99.99,-0.56,-1.4,2.29,-99.99,-1.6,85.6,0,233,7.78,0.48,0.03,25.45
2002,183,1800,269.3,68.6,185.67,8.69,4.67,1051,0.49,-99.99,-0.52,-1.35,2.78,-99.99,-1.59,85,0,237,6.87,0.46,0.01,27.3
2002,183,1830,202,48.13,137.15,6.02,3.68,776,0.33,-99.99,-0.48,-1.31,1.69,-99.99,-1.6,83.4,0,235,6.43,0.42,0.02,19.16
2002,183,1900,166.7,32.44,92.35,3.67,1.61,623.2,0.09,-99.99,-0.5,-1.25,0.67,-99.99,-1.61,86.6,0,234,6.15,0.35,0,12.91
2002,183,1930,157.6,41.01,102.45,1.07,-1.76,694.6,0.01,-99.99,-0.52,-1.26,0.96,-99.99,-1.66,85.9,0,233,6.02,0.39,0.02,16.31
2002,183,2000,130,31.99,87.7,-1.27,-4.35,554.5,-0.42,-99.99,-0.61,-1.26,-0.18,-99.99,-1.73,86.1,0,237,5.94,0.37,-0.01,12.72
2002,183,2030,140.7,31.16,87.23,-0.7,-6.63,597.7,-0.29,-99.99,-0.72,-1.3,0.03,-99.99,-1.81,82.5,0,239,6.2,0.38,0,12.39
2002,183,2100,130.4,25,72.06,-0.92,-1.73,497.9,-0.56,-99.99,-0.83,-1.32,-0.59,-99.99,-1.88,83.9,0,243,5.59,0.37,0.01,9.94
2002,183,2130,89.1,21.47,55.55,-5.33,-7.15,445.6,-0.62,-99.99,-0.95,-1.39,-1.09,-99.99,-1.99,84.7,0,235,5.05,0.34,0,8.53
2002,183,2200,95.9,12.38,44.83,-5.37,-7.72,441.7,-0.77,-99.99,-1.08,-1.47,-1.35,-99.99,-2.1,85,0,231,5.13,0.29,0,4.92
2002,183,2230,74.3,11.07,31.75,-8.48,-10.12,372.7,-0.89,-99.99,-1.22,-1.55,-1.55,-99.99,-2.21,84.4,0,234,5.13,0.27,0,4.4
2002,183,2300,41.33,11.82,23.37,-10.36,-12.6,248.1,-1.23,-99.99,-1.38,-1.63,-2.66,-99.99,-2.32,86.1,0,232,5.41,0.31,0.01,4.69
2002,183,2330,36.36,14.63,26.01,-8.68,-10.05,169.2,-1.56,-99.99,-1.55,-1.73,-3.29,-99.99,-2.46,87.1,0,238,5.59,0.36,0.01,5.81
2002,184,0,16.91,8.92,11.6,-11.01,-11,195.3,-1.43,-99.99,-1.7,-1.84,-3.31,-99.99,-2.58,86.5,0,236,5.07,0.3,0.01,3.54
2002,184,30,-34.46,2.46,-1.48,-11.75,-9.85,123.2,-1.6,-99.99,-1.84,-1.95,-3.67,-99.99,-2.73,88.8,0,230,4.64,0.26,0.02,0.98
2002,184,100,-6.59,5.25,3.49,-10.99,-8.43,97.1,-1.75,-99.99,-1.98,-2.05,-4.06,-99.99,-2.85,91.1,0,234,5.01,0.29,0.02,2.09
2002,184,130,4.68,6.7,8.78,-9.61,-7.79,75.8,-1.57,-99.99,-2.11,-2.16,-3.99,-99.99,-2.96,91.4,0,235,5.13,0.31,0.02,2.66
2002,184,200,0.48,6.87,6.95,-9.85,-7.32,62.71,-1.55,-99.99,-2.21,-2.25,-4.06,-99.99,-3.06,91.8,0,233,4.99,0.31,0.02,2.73
2002,184,230,-2.7,7.71,4.92,-10.59,-6.65,56.14,-1.47,-99.99,-2.32,-2.35,-4.16,-99.99,-3.15,90.4,0,230,5.31,0.32,0.03,3.06
2002,184,300,-2.5,5.14,7.37,-11.48,-6.19,70.9,-1.51,-99.99,-2.41,-2.43,-4.17,-99.99,-3.24,92.3,0,232,5.96,0.35,0.03,2.04
2002,184,330,-5.78,11.14,5.59,-14.4,-6.87,106.3,-1.8,-99.99,-2.48,-2.49,-4.35,-99.99,-3.3,90.8,0,246,6.08,0.43,0.02,4.43
2002,184,400,-17.44,6.4,2.07,-16.78,-8.92,110.2,-2.14,-99.99,-2.58,-2.57,-4.64,-99.99,-3.38,90.8,0,243,5.73,0.36,0.02,2.54
2002,184,430,1.22,11.08,8.74,-16.05,-10.94,135.2,-2.23,-99.99,-2.67,-2.66,-4.55,-99.99,-3.44,90.3,0,243,5.83,0.41,0.03,4.4
2002,184,500,14.32,7.42,8.47,-14.13,-11.83,192.4,-2.44,-99.99,-2.74,-2.73,-4.54,-99.99,-3.5,91.7,0,239,5.69,0.33,0.01,2.94
2002,184,530,45.34,13.47,25.32,-9.09,-8.8,260.1,-2.23,-99.99,-2.81,-2.8,-4.11,-99.99,-3.54,90,0,241,5.79,0.39,0.01,5.35
2002,184,600,58.87,20.17,48.67,-7.75,-7.56,267.9,-2.48,-99.99,-2.85,-2.85,-4.12,-99.99,-3.58,89.2,0,241,6.78,0.5,0.03,8
2002,184,630,80.6,14.58,43.05,-5.14,-6.82,295,-2.57,-99.99,-2.9,-2.9,-3.94,-99.99,-3.59,89.4,0,244,6.12,0.42,0.01,5.79
2002,184,700,83.7,15.19,39.92,-3.72,-6.11,300.5,-2.3,-99.99,-2.95,-2.95,-3.8,-99.99,-3.62,87.4,0,237,6.38,0.36,0.01,6.03
2002,184,730,89.3,21.17,57.13,-3.17,-5.22,366.3,-2.26,-99.99,-2.99,-2.99,-3.73,-99.99,-3.63,85.7,0,236,6.32,0.38,0.01,8.4
2002,184,800,147.8,27.16,74.35,5.72,-3.18,537.2,-1.82,-99.99,-3.02,-3.04,-2.73,-99.99,-3.63,85.1,0,235,6.25,0.39,0,10.78
2002,184,830,192.9,32.26,108.12,11.51,4.58,702,-1.46,-99.99,-3.03,-3.06,-1.93,-99.99,-3.62,85.1,0,236,6.61,0.43,-0.02,12.81
2002,184,900,219.5,33.33,122.83,7.52,21.89,851,-1.19,-99.99,-3.01,-3.08,-1.08,-99.99,-3.6,85.4,0,237,6.97,0.43,0,13.23
2002,184,930,239.9,35.15,126.59,6.91,21.52,855,-1.21,-99.99,-2.96,-3.08,-0.66,-99.99,-3.56,86.4,0,235,7.38,0.4,0.03,13.96
2002,184,1000,286,62.24,189.19,9.5,24.92,1010,-0.8,-99.99,-2.85,-3.06,0.57,-99.99,-3.5,85.5,0,237,7.57,0.52,0.01,24.73
2002,184,1030,318.9,56.01,186.78,9.1,24.01,1151,-0.44,-99.99,-2.69,-3,1.93,-99.99,-3.39,82.3,0,242,6.8,0.48,0,22.26
2002,184,1100,347.4,55.89,200.51,14.14,25.67,1220,-0.17,-99.99,-2.47,-2.94,3.5,-99.99,-3.23,82.1,0,234,7.35,0.45,0.02,22.22
2002,184,1130,282.9,53.38,178.67,9.35,12.99,992,-0.21,-99.99,-2.27,-2.83,1.92,-99.99,-3.11,82.3,0,231,7.91,0.49,0,21.23
2002,184,1200,329.9,67.53,224.82,10.95,13.59,1101,0.12,-99.99,-2.09,-2.7,2.91,-99.99,-2.92,83.2,0,234,8.54,0.51,0,26.86
2002,184,1230,344.6,60.94,211.76,16.09,16.82,1129,0.41,-99.99,-1.91,-2.57,3.12,-99.99,-2.76,84.5,0,232,8.65,0.51,0.01,24.25
2002,184,1300,380.6,67.96,230.51,19.92,18.97,1232,0.81,-99.99,-1.72,-2.44,4.03,-99.99,-2.59,85.2,0,228,8.8,0.52,0.01,27.05
2002,184,1330,334.4,65.41,225.25,21.36,18.8,1070,0.79,-99.99,-1.52,-2.3,2.95,-99.99,-2.45,88.5,0,226,9.19,0.55,0.03,26.05
2002,184,1400,248.5,49.09,162.84,14.85,11.68,799,0.58,-99.99,-1.41,-2.18,1.3,-99.99,-2.35,91,0,228,8.82,0.51,0.03,19.55
2002,184,1430,228.8,38.36,147.18,13.1,10.84,731,0.72,-99.99,-1.32,-2.07,1.15,-99.99,-2.25,91.2,0,230,8.73,0.5,0.02,15.28
2002,184,1500,195.7,37.05,130.22,9.71,8.22,629.9,0.69,-99.99,-1.28,-1.98,0.66,-99.99,-2.19,92.1,0,234,8.05,0.48,0.01,14.76
2002,184,1530,203.4,37.95,130.25,9.55,8.92,645,0.83,-99.99,-1.25,-1.91,0.74,-99.99,-2.16,90.5,0,236,8.23,0.5,0.02,15.12
2002,184,1600,234.8,41.04,134.63,12.8,12.59,727,0.97,-99.99,-1.22,-1.86,1.36,-99.99,-2.12,89.7,0,238,7.91,0.48,0.02,16.35
2002,184,1630,230.8,48.56,162.34,11.81,13.94,722,1.2,-99.99,-1.16,-1.81,1.64,-99.99,-2.07,88.1,0,240,7.69,0.54,0.03,19.35
2002,184,1700,175,36.45,126.19,5.03,6.74,571.8,1,-99.99,-1.11,-1.75,0.73,-99.99,-2.06,88.6,0,241,7.64,0.54,0.04,14.53
2002,184,1730,151.4,35.44,126.14,2.01,1.44,494,0.64,-99.99,-1.09,-1.7,-0.03,-99.99,-2.05,90.7,0,242,7.98,0.57,0.03,14.12
2002,184,1800,154.1,28.22,108.38,3.44,3.22,490.9,0.56,-99.99,-1.11,-1.68,-0.1,-99.99,-2.06,91.4,0,240,8.2,0.51,0.04,11.24
2002,184,1830,109.9,21.54,86.19,0.05,-1.15,366.8,0.38,-99.99,-1.14,-1.68,-0.72,-99.99,-2.09,91.7,0,236,7.9,0.47,0.04,8.58
2002,184,1900,118.5,17.47,79.54,1.72,0.42,378.4,0.27,-99.99,-1.19,-1.68,-0.82,-99.99,-2.14,92.9,0,236,8.09,0.44,0.02,6.96
2002,184,1930,82.7,16.63,71.71,-1.73,-2.89,276.6,0.2,-99.99,-1.25,-1.69,-1.33,-99.99,-2.2,93.5,0,235,7.71,0.47,0.02,6.62
2002,184,2000,63.47,12.96,51.07,-4.13,-5.47,219,0.03,-99.99,-1.32,-1.72,-1.83,-99.99,-2.27,94.8,0,235,7.52,0.44,0.02,5.16
2002,184,2030,57.75,13.74,48.84,-3.87,-5.04,199.2,0,-99.99,-1.41,-1.76,-2.02,-99.99,-2.34,94.8,0,235,7.22,0.45,0.01,5.47
2002,184,2100,36.21,10.01,38.15,-6.15,-6.95,140.5,-0.03,-99.99,-1.5,-1.8,-2.36,-99.99,-2.43,94.5,0,235,7.49,0.42,0.03,3.99
2002,184,2130,34.17,8.8,31.28,-7.05,-8.24,130.4,-0.15,-99.99,-1.6,-1.86,-2.69,-99.99,-2.51,95,0,235,7.5,0.42,0.03,3.5
2002,184,2200,42.52,12.02,37.71,-4.3,-4.89,152.4,-0.09,-99.99,-1.69,-1.92,-2.56,-99.99,-2.6,94.4,0,233,7.44,0.44,0.03,4.79
